state,latitude,longitude,year,month,screening,screening_rate (per 1000)
Sarawak,3.177084,113.041091,2022,Jun,3448,1393.976147
Sarawak,3.177084,113.041091,2022,Jul,4070,1645.441682
Sarawak,3.177084,113.041091,2022,Aug,4335,1752.57732
Sarawak,3.177084,113.041091,2022,Sep,5240,2118.45563
Sarawak,3.177084,113.041091,2022,Oct,5309,2146.351324
Sarawak,3.177084,113.041091,2022,Nov,4990,2017.384273
Sarawak,3.177084,113.041091,2022,Dec,3972,1605.82171
Sarawak,3.177084,113.041091,2023,Jan,3358,1341.965392
Sarawak,3.177084,113.041091,2023,Feb,3609,1442.273109
Sarawak,3.177084,113.041091,2023,Mar,4196,1676.857291
Sarawak,3.177084,113.041091,2023,Apr,2331,931.5429805
Sarawak,3.177084,113.041091,2023,May,3077,1229.668705
Sarawak,3.177084,113.041091,2023,Jun,2719,1086.600328
Sarawak,3.177084,113.041091,2023,Jul,2864,1144.547017
Sarawak,3.177084,113.041091,2023,Aug,3535,1412.700316
Sarawak,3.177084,113.041091,2023,Sep,2863,1144.147384
Sarawak,3.177084,113.041091,2023,Oct,3529,1410.302522
Sarawak,3.177084,113.041091,2023,Nov,3047,1217.679735
Sarawak,3.177084,113.041091,2023,Dec,2355,941.1341566
Sarawak,3.177084,113.041091,2024,Jan,2543,1010.129096
Sarawak,3.177084,113.041091,2024,Feb,2549,1012.512413
Sarawak,3.177084,113.041091,2024,Mar,2675,1062.562066
Sarawak,3.177084,113.041091,2024,Apr,2435,967.2293942
Sarawak,3.177084,113.041091,2024,May,2609,1036.345581
Sarawak,3.177084,113.041091,2024,Jun,2040,810.3277061
Sarawak,3.177084,113.041091,2024,Jul,3073,1220.655412
Sarawak,3.177084,113.041091,2024,Aug,2902,1152.730884
Sarawak,3.177084,113.041091,2024,Sep,2474,982.7209533
Sarawak,3.177084,113.041091,2024,Oct,2767,1099.106256
Sarawak,3.177084,113.041091,2024,Nov,2716,1078.848064
Sarawak,3.177084,113.041091,2024,Dec,1988,789.6722939
Selangor,3.321308,101.256242,2020,Jan,1454,207.8805902
Selangor,3.321308,101.256242,2020,Feb,2077,296.9518472
Selangor,3.321308,101.256242,2020,Mar,960,137.2526593
Selangor,3.321308,101.256242,2020,Apr,175,25.02001601
Selangor,3.321308,101.256242,2020,May,227,32.45453506
Selangor,3.321308,101.256242,2020,Jun,492,70.34198788
Selangor,3.321308,101.256242,2020,Jul,802,114.6631591
Selangor,3.321308,101.256242,2020,Aug,666,95.21903237
Selangor,3.321308,101.256242,2020,Sep,765,109.3732129
Selangor,3.321308,101.256242,2020,Oct,874,124.9571085
Selangor,3.321308,101.256242,2020,Nov,1013,144.8301498
Selangor,3.321308,101.256242,2020,Dec,609,87.06965572
Selangor,3.321308,101.256242,2021,Jan,420,59.87426405
Selangor,3.321308,101.256242,2021,Feb,492,70.1384236
Selangor,3.321308,101.256242,2021,Mar,1420,202.4320356
Selangor,3.321308,101.256242,2021,Apr,1092,155.6730865
Selangor,3.321308,101.256242,2021,May,389,55.45497313
Selangor,3.321308,101.256242,2021,Jun,561,79.97490983
Selangor,3.321308,101.256242,2021,Jul,461,65.71913268
Selangor,3.321308,101.256242,2021,Aug,359,51.17823998
Selangor,3.321308,101.256242,2021,Sep,495,70.56609691
Selangor,3.321308,101.256242,2021,Oct,619,88.24326058
Selangor,3.321308,101.256242,2021,Nov,1124,160.2349352
Selangor,3.321308,101.256242,2021,Dec,1448,206.4236532
Selangor,3.321308,101.256242,2022,Jan,1107,157.0145951
Selangor,3.321308,101.256242,2022,Feb,539,76.45064749
Selangor,3.321308,101.256242,2022,Mar,1175,166.6595748
Selangor,3.321308,101.256242,2022,Apr,1358,192.6159171
Selangor,3.321308,101.256242,2022,May,1428,202.5445726
Selangor,3.321308,101.256242,2022,Jun,1858,263.534885
Selangor,3.321308,101.256242,2022,Jul,2495,353.8856503
Selangor,3.321308,101.256242,2022,Aug,3206,454.7324227
Selangor,3.321308,101.256242,2022,Sep,3578,507.4961349
Selangor,3.321308,101.256242,2022,Oct,4499,638.1288739
Selangor,3.321308,101.256242,2022,Nov,2870,407.0748762
Selangor,3.321308,101.256242,2022,Dec,2486,352.6091088
Selangor,3.321308,101.256242,2023,Jan,2502,347.0324701
Selangor,3.321308,101.256242,2023,Feb,3264,452.7234143
Selangor,3.321308,101.256242,2023,Mar,4200,582.548511
Selangor,3.321308,101.256242,2023,Apr,2315,321.0951912
Selangor,3.321308,101.256242,2023,May,2950,409.170978
Selangor,3.321308,101.256242,2023,Jun,3068,425.5378171
Selangor,3.321308,101.256242,2023,Jul,3659,507.5107147
Selangor,3.321308,101.256242,2023,Aug,2986,414.1642509
Selangor,3.321308,101.256242,2023,Sep,3298,457.4392832
Selangor,3.321308,101.256242,2023,Oct,4103,569.0944145
Selangor,3.321308,101.256242,2023,Nov,3201,443.9851866
Selangor,3.321308,101.256242,2023,Dec,4149,575.4747077
Selangor,3.321308,101.256242,2024,Jan,3179,431.7709536
Selangor,3.321308,101.256242,2024,Feb,2858,388.172817
Selangor,3.321308,101.256242,2024,Mar,2657,360.8730493
Selangor,3.321308,101.256242,2024,Apr,1787,242.7098755
Selangor,3.321308,101.256242,2024,May,2710,368.0714955
Selangor,3.321308,101.256242,2024,Jun,2569,348.9209122
Selangor,3.321308,101.256242,2024,Jul,4100,556.8609342
Selangor,3.321308,101.256242,2024,Aug,4175,567.0474147
Selangor,3.321308,101.256242,2024,Sep,4155,564.3310199
Selangor,3.321308,101.256242,2024,Oct,4505,611.8679289
Selangor,3.321308,101.256242,2024,Nov,3864,524.8074755
Selangor,3.321308,101.256242,2024,Dec,5695,773.4934195
Terengganu,5.308094,103.120392,2020,Jan,1780,1548.63407
Terengganu,5.308094,103.120392,2020,Feb,2495,2170.697755
Terengganu,5.308094,103.120392,2020,Mar,1016,883.9394467
Terengganu,5.308094,103.120392,2020,Apr,278,241.865321
Terengganu,5.308094,103.120392,2020,May,240,208.8045937
Terengganu,5.308094,103.120392,2020,Jun,463,402.818862
Terengganu,5.308094,103.120392,2020,Jul,963,837.8284322
Terengganu,5.308094,103.120392,2020,Aug,529,460.2401253
Terengganu,5.308094,103.120392,2020,Sep,806,701.2354272
Terengganu,5.308094,103.120392,2020,Oct,525,456.7600487
Terengganu,5.308094,103.120392,2020,Nov,464,403.6888812
Terengganu,5.308094,103.120392,2020,Dec,450,391.5086132
Terengganu,5.308094,103.120392,2021,Jan,1195,1020.756812
Terengganu,5.308094,103.120392,2021,Feb,857,732.0406594
Terengganu,5.308094,103.120392,2021,Mar,598,510.805501
Terengganu,5.308094,103.120392,2021,Apr,559,477.4920987
Terengganu,5.308094,103.120392,2021,May,191,163.150252
Terengganu,5.308094,103.120392,2021,Jun,187,159.7334928
Terengganu,5.308094,103.120392,2021,Jul,246,210.130691
Terengganu,5.308094,103.120392,2021,Aug,125,106.7737251
Terengganu,5.308094,103.120392,2021,Sep,88,75.16870249
Terengganu,5.308094,103.120392,2021,Oct,109,93.10668831
Terengganu,5.308094,103.120392,2021,Nov,168,143.5038866
Terengganu,5.308094,103.120392,2021,Dec,357,304.9457589
Terengganu,5.308094,103.120392,2022,Jan,230,193.8311141
Terengganu,5.308094,103.120392,2022,Feb,191,160.9640991
Terengganu,5.308094,103.120392,2022,Mar,164,138.2100118
Terengganu,5.308094,103.120392,2022,Apr,364,306.7588067
Terengganu,5.308094,103.120392,2022,May,599,504.8036407
Terengganu,5.308094,103.120392,2022,Jun,1239,1044.159784
Terengganu,5.308094,103.120392,2022,Jul,1199,1010.450025
Terengganu,5.308094,103.120392,2022,Aug,1611,1357.660543
Terengganu,5.308094,103.120392,2022,Sep,1356,1142.760829
Terengganu,5.308094,103.120392,2022,Oct,2251,1897.016686
Terengganu,5.308094,103.120392,2022,Nov,1072,903.4215405
Terengganu,5.308094,103.120392,2022,Dec,818,689.364571
Terengganu,5.308094,103.120392,2023,Jan,1462,1208.264463
Terengganu,5.308094,103.120392,2023,Feb,1524,1259.504132
Terengganu,5.308094,103.120392,2023,Mar,1595,1318.181818
Terengganu,5.308094,103.120392,2023,Apr,588,485.9504132
Terengganu,5.308094,103.120392,2023,May,1432,1183.471074
Terengganu,5.308094,103.120392,2023,Jun,1494,1234.710744
Terengganu,5.308094,103.120392,2023,Jul,1522,1257.85124
Terengganu,5.308094,103.120392,2023,Aug,1356,1120.661157
Terengganu,5.308094,103.120392,2023,Sep,1238,1023.140496
Terengganu,5.308094,103.120392,2023,Oct,1416,1170.247934
Terengganu,5.308094,103.120392,2023,Nov,1131,934.7107438
Terengganu,5.308094,103.120392,2023,Dec,1152,952.0661157
Terengganu,5.308094,103.120392,2024,Jan,2198,1784.815266
Terengganu,5.308094,103.120392,2024,Feb,1736,1409.663013
Terengganu,5.308094,103.120392,2024,Mar,1476,1198.538368
Terengganu,5.308094,103.120392,2024,Apr,1038,842.8745432
Terengganu,5.308094,103.120392,2024,May,1464,1188.794153
Terengganu,5.308094,103.120392,2024,Jun,1491,1210.718636
Terengganu,5.308094,103.120392,2024,Jul,2345,1904.181892
Terengganu,5.308094,103.120392,2024,Aug,2682,2177.831912
Terengganu,5.308094,103.120392,2024,Sep,2315,1879.821356
Terengganu,5.308094,103.120392,2024,Oct,2339,1899.309785
Terengganu,5.308094,103.120392,2024,Nov,2157,1751.522533
Terengganu,5.308094,103.120392,2024,Dec,1483,1204.222493
W.P. Kuala Lumpur,3.139003,101.686855,2020,Jan,377,190.2023107
W.P. Kuala Lumpur,3.139003,101.686855,2020,Feb,1021,515.1102366
W.P. Kuala Lumpur,3.139003,101.686855,2020,Mar,923,465.6677261
W.P. Kuala Lumpur,3.139003,101.686855,2020,Apr,82,41.37026386
W.P. Kuala Lumpur,3.139003,101.686855,2020,May,123,62.05539579
W.P. Kuala Lumpur,3.139003,101.686855,2020,Jun,151,76.18182735
W.P. Kuala Lumpur,3.139003,101.686855,2020,Jul,185,93.33535139
W.P. Kuala Lumpur,3.139003,101.686855,2020,Aug,163,82.23601231
W.P. Kuala Lumpur,3.139003,101.686855,2020,Sep,466,235.1041824
W.P. Kuala Lumpur,3.139003,101.686855,2020,Oct,205,103.4256597
W.P. Kuala Lumpur,3.139003,101.686855,2020,Nov,301,151.8591393
W.P. Kuala Lumpur,3.139003,101.686855,2020,Dec,203,102.4166288
W.P. Kuala Lumpur,3.139003,101.686855,2021,Jan,140,71.28309572
W.P. Kuala Lumpur,3.139003,101.686855,2021,Feb,138,70.26476578
W.P. Kuala Lumpur,3.139003,101.686855,2021,Mar,217,110.4887984
W.P. Kuala Lumpur,3.139003,101.686855,2021,Apr,184,93.68635438
W.P. Kuala Lumpur,3.139003,101.686855,2021,May,122,62.11812627
W.P. Kuala Lumpur,3.139003,101.686855,2021,Jun,120,61.09979633
W.P. Kuala Lumpur,3.139003,101.686855,2021,Jul,90,45.82484725
W.P. Kuala Lumpur,3.139003,101.686855,2021,Aug,69,35.13238289
W.P. Kuala Lumpur,3.139003,101.686855,2021,Sep,104,52.95315682
W.P. Kuala Lumpur,3.139003,101.686855,2021,Oct,232,118.1262729
W.P. Kuala Lumpur,3.139003,101.686855,2021,Nov,898,457.2301426
W.P. Kuala Lumpur,3.139003,101.686855,2021,Dec,381,193.9918534
W.P. Kuala Lumpur,3.139003,101.686855,2022,Jan,302,153.9873547
W.P. Kuala Lumpur,3.139003,101.686855,2022,Feb,226,115.2355701
W.P. Kuala Lumpur,3.139003,101.686855,2022,Mar,628,320.212115
W.P. Kuala Lumpur,3.139003,101.686855,2022,Apr,440,224.3524373
W.P. Kuala Lumpur,3.139003,101.686855,2022,May,450,229.4513563
W.P. Kuala Lumpur,3.139003,101.686855,2022,Jun,466,237.6096268
W.P. Kuala Lumpur,3.139003,101.686855,2022,Jul,554,282.4801142
W.P. Kuala Lumpur,3.139003,101.686855,2022,Aug,665,339.0781154
W.P. Kuala Lumpur,3.139003,101.686855,2022,Sep,821,418.6212523
W.P. Kuala Lumpur,3.139003,101.686855,2022,Oct,671,342.1374669
W.P. Kuala Lumpur,3.139003,101.686855,2022,Nov,670,341.627575
W.P. Kuala Lumpur,3.139003,101.686855,2022,Dec,813,414.5421171
W.P. Kuala Lumpur,3.139003,101.686855,2023,Jan,449,223.8619933
W.P. Kuala Lumpur,3.139003,101.686855,2023,Feb,823,410.3305579
W.P. Kuala Lumpur,3.139003,101.686855,2023,Mar,915,456.1998305
W.P. Kuala Lumpur,3.139003,101.686855,2023,Apr,519,258.7625268
W.P. Kuala Lumpur,3.139003,101.686855,2023,May,647,322.5806452
W.P. Kuala Lumpur,3.139003,101.686855,2023,Jun,816,406.8405046
W.P. Kuala Lumpur,3.139003,101.686855,2023,Jul,1067,531.983846
W.P. Kuala Lumpur,3.139003,101.686855,2023,Aug,753,375.4300244
W.P. Kuala Lumpur,3.139003,101.686855,2023,Sep,714,355.9854415
W.P. Kuala Lumpur,3.139003,101.686855,2023,Oct,626,312.1104851
W.P. Kuala Lumpur,3.139003,101.686855,2023,Nov,700,349.0053348
W.P. Kuala Lumpur,3.139003,101.686855,2023,Dec,985,491.100364
W.P. Kuala Lumpur,3.139003,101.686855,2024,Jan,764,369.528416
W.P. Kuala Lumpur,3.139003,101.686855,2024,Feb,489,236.5175333
W.P. Kuala Lumpur,3.139003,101.686855,2024,Mar,702,339.5405079
W.P. Kuala Lumpur,3.139003,101.686855,2024,Apr,399,192.9866989
W.P. Kuala Lumpur,3.139003,101.686855,2024,May,710,343.4099154
W.P. Kuala Lumpur,3.139003,101.686855,2024,Jun,562,271.8258767
W.P. Kuala Lumpur,3.139003,101.686855,2024,Jul,738,356.9528416
W.P. Kuala Lumpur,3.139003,101.686855,2024,Aug,587,283.9177751
W.P. Kuala Lumpur,3.139003,101.686855,2024,Sep,754,364.6916566
W.P. Kuala Lumpur,3.139003,101.686855,2024,Oct,736,355.9854897
W.P. Kuala Lumpur,3.139003,101.686855,2024,Nov,709,342.9262394
W.P. Kuala Lumpur,3.139003,101.686855,2024,Dec,1116,539.7823458
W.P. Labuan,5.298107,115.232106,2020,Jan,24,252.3659306
W.P. Labuan,5.298107,115.232106,2020,Feb,24,252.3659306
W.P. Labuan,5.298107,115.232106,2020,Mar,10,105.1524711
W.P. Labuan,5.298107,115.232106,2020,Apr,1,10.51524711
W.P. Labuan,5.298107,115.232106,2020,May,0,0
W.P. Labuan,5.298107,115.232106,2020,Jun,4,42.06098843
W.P. Labuan,5.298107,115.232106,2020,Jul,5,52.57623554
W.P. Labuan,5.298107,115.232106,2020,Aug,5,52.57623554
W.P. Labuan,5.298107,115.232106,2020,Sep,1,10.51524711
W.P. Labuan,5.298107,115.232106,2020,Oct,0,0
W.P. Labuan,5.298107,115.232106,2020,Nov,1,10.51524711
W.P. Labuan,5.298107,115.232106,2020,Dec,6,63.09148265
W.P. Labuan,5.298107,115.232106,2021,Jan,3,31.25
W.P. Labuan,5.298107,115.232106,2021,Feb,1,10.41666667
W.P. Labuan,5.298107,115.232106,2021,Mar,3,31.25
W.P. Labuan,5.298107,115.232106,2021,Apr,2,20.83333333
W.P. Labuan,5.298107,115.232106,2021,May,1,10.41666667
W.P. Labuan,5.298107,115.232106,2021,Jun,0,0
W.P. Labuan,5.298107,115.232106,2021,Jul,0,0
W.P. Labuan,5.298107,115.232106,2021,Aug,2,20.83333333
W.P. Labuan,5.298107,115.232106,2021,Sep,2,20.83333333
W.P. Labuan,5.298107,115.232106,2021,Oct,1,10.41666667
W.P. Labuan,5.298107,115.232106,2021,Nov,3,31.25
W.P. Labuan,5.298107,115.232106,2021,Dec,0,0
W.P. Labuan,5.298107,115.232106,2022,Jan,1,10.31991744
W.P. Labuan,5.298107,115.232106,2022,Feb,1,10.31991744
W.P. Labuan,5.298107,115.232106,2022,Mar,15,154.7987616
W.P. Labuan,5.298107,115.232106,2022,Apr,14,144.4788442
W.P. Labuan,5.298107,115.232106,2022,May,13,134.1589267
W.P. Labuan,5.298107,115.232106,2022,Jun,27,278.6377709
W.P. Labuan,5.298107,115.232106,2022,Jul,12,123.8390093
W.P. Labuan,5.298107,115.232106,2022,Aug,12,123.8390093
W.P. Labuan,5.298107,115.232106,2022,Sep,24,247.6780186
W.P. Labuan,5.298107,115.232106,2022,Oct,18,185.7585139
W.P. Labuan,5.298107,115.232106,2022,Nov,18,185.7585139
W.P. Labuan,5.298107,115.232106,2022,Dec,11,113.5190918
W.P. Labuan,5.298107,115.232106,2023,Jan,8,80.80808081
W.P. Labuan,5.298107,115.232106,2023,Feb,20,202.020202
W.P. Labuan,5.298107,115.232106,2023,Mar,10,101.010101
W.P. Labuan,5.298107,115.232106,2023,Apr,18,181.8181818
W.P. Labuan,5.298107,115.232106,2023,May,22,222.2222222
W.P. Labuan,5.298107,115.232106,2023,Jun,26,262.6262626
W.P. Labuan,5.298107,115.232106,2023,Jul,17,171.7171717
W.P. Labuan,5.298107,115.232106,2023,Aug,64,646.4646465
W.P. Labuan,5.298107,115.232106,2023,Sep,34,343.4343434
W.P. Labuan,5.298107,115.232106,2023,Oct,61,616.1616162
W.P. Labuan,5.298107,115.232106,2023,Nov,49,494.9494949
W.P. Labuan,5.298107,115.232106,2023,Dec,52,525.2525253
W.P. Labuan,5.298107,115.232106,2024,Jan,66,654.7619048
W.P. Labuan,5.298107,115.232106,2024,Feb,116,1150.793651
W.P. Labuan,5.298107,115.232106,2024,Mar,27,267.8571429
W.P. Labuan,5.298107,115.232106,2024,Apr,35,347.2222222
W.P. Labuan,5.298107,115.232106,2024,May,44,436.5079365
W.P. Labuan,5.298107,115.232106,2024,Jun,29,287.6984127
W.P. Labuan,5.298107,115.232106,2024,Jul,34,337.3015873
W.P. Labuan,5.298107,115.232106,2024,Aug,92,912.6984127
W.P. Labuan,5.298107,115.232106,2024,Sep,33,327.3809524
W.P. Labuan,5.298107,115.232106,2024,Oct,69,684.5238095
W.P. Labuan,5.298107,115.232106,2024,Nov,36,357.1428571
W.P. Labuan,5.298107,115.232106,2024,Dec,26,257.9365079
W.P. Putrajaya,2.9196,101.696,2020,Jan,13,119.047619
W.P. Putrajaya,2.9196,101.696,2020,Feb,48,439.5604396
W.P. Putrajaya,2.9196,101.696,2020,Mar,5,45.78754579
W.P. Putrajaya,2.9196,101.696,2020,Apr,4,36.63003663
W.P. Putrajaya,2.9196,101.696,2020,May,6,54.94505495
W.P. Putrajaya,2.9196,101.696,2020,Jun,5,45.78754579
W.P. Putrajaya,2.9196,101.696,2020,Jul,7,64.1025641
W.P. Putrajaya,2.9196,101.696,2020,Aug,1,9.157509158
W.P. Putrajaya,2.9196,101.696,2020,Sep,7,64.1025641
W.P. Putrajaya,2.9196,101.696,2020,Oct,0,0
W.P. Putrajaya,2.9196,101.696,2020,Nov,5,45.78754579
W.P. Putrajaya,2.9196,101.696,2020,Dec,6,54.94505495
W.P. Putrajaya,2.9196,101.696,2021,Jan,10,86.80555556
W.P. Putrajaya,2.9196,101.696,2021,Feb,4,34.72222222
W.P. Putrajaya,2.9196,101.696,2021,Mar,2,17.36111111
W.P. Putrajaya,2.9196,101.696,2021,Apr,0,0
W.P. Putrajaya,2.9196,101.696,2021,May,1,8.680555556
W.P. Putrajaya,2.9196,101.696,2021,Jun,4,34.72222222
W.P. Putrajaya,2.9196,101.696,2021,Jul,0,0
W.P. Putrajaya,2.9196,101.696,2021,Aug,0,0
W.P. Putrajaya,2.9196,101.696,2021,Sep,5,43.40277778
W.P. Putrajaya,2.9196,101.696,2021,Oct,9,78.125
W.P. Putrajaya,2.9196,101.696,2021,Nov,6,52.08333333
W.P. Putrajaya,2.9196,101.696,2021,Dec,7,60.76388889
W.P. Putrajaya,2.9196,101.696,2022,Jan,4,34.18803419
W.P. Putrajaya,2.9196,101.696,2022,Feb,5,42.73504274
W.P. Putrajaya,2.9196,101.696,2022,Mar,3,25.64102564
W.P. Putrajaya,2.9196,101.696,2022,Apr,4,34.18803419
W.P. Putrajaya,2.9196,101.696,2022,May,2,17.09401709
W.P. Putrajaya,2.9196,101.696,2022,Jun,7,59.82905983
W.P. Putrajaya,2.9196,101.696,2022,Jul,8,68.37606838
W.P. Putrajaya,2.9196,101.696,2022,Aug,19,162.3931624
W.P. Putrajaya,2.9196,101.696,2022,Sep,21,179.4871795
W.P. Putrajaya,2.9196,101.696,2022,Oct,17,145.2991453
W.P. Putrajaya,2.9196,101.696,2022,Nov,22,188.034188
W.P. Putrajaya,2.9196,101.696,2022,Dec,20,170.9401709
W.P. Putrajaya,2.9196,101.696,2023,Jan,15,126.2626263
W.P. Putrajaya,2.9196,101.696,2023,Feb,12,101.010101
W.P. Putrajaya,2.9196,101.696,2023,Mar,22,185.1851852
W.P. Putrajaya,2.9196,101.696,2023,Apr,13,109.4276094
W.P. Putrajaya,2.9196,101.696,2023,May,30,252.5252525
W.P. Putrajaya,2.9196,101.696,2023,Jun,43,361.952862
W.P. Putrajaya,2.9196,101.696,2023,Jul,42,353.5353535
W.P. Putrajaya,2.9196,101.696,2023,Aug,30,252.5252525
W.P. Putrajaya,2.9196,101.696,2023,Sep,46,387.2053872
W.P. Putrajaya,2.9196,101.696,2023,Oct,32,269.3602694
W.P. Putrajaya,2.9196,101.696,2023,Nov,34,286.1952862
W.P. Putrajaya,2.9196,101.696,2023,Dec,34,286.1952862
W.P. Putrajaya,2.9196,101.696,2024,Jan,33,274.3142145
W.P. Putrajaya,2.9196,101.696,2024,Feb,16,133.0008313
W.P. Putrajaya,2.9196,101.696,2024,Mar,43,357.439734
W.P. Putrajaya,2.9196,101.696,2024,Apr,62,515.3782211
W.P. Putrajaya,2.9196,101.696,2024,May,20,166.2510391
W.P. Putrajaya,2.9196,101.696,2024,Jun,10,83.12551953
W.P. Putrajaya,2.9196,101.696,2024,Jul,52,432.2527016
W.P. Putrajaya,2.9196,101.696,2024,Aug,24,199.5012469
W.P. Putrajaya,2.9196,101.696,2024,Sep,27,224.4389027
W.P. Putrajaya,2.9196,101.696,2024,Oct,56,465.5029094
W.P. Putrajaya,2.9196,101.696,2024,Nov,18,149.6259352
W.P. Putrajaya,2.9196,101.696,2024,Dec,13,108.0631754
